"","x"
"1065","@realDonaldTrump @WattersWorld I dont think hilary ever stoked the flames of a race war on live telivision. 
Crimin… https://t.co/DGkqEeIjHQ"
"1066","@President1Trump @WhiteHouse @chucktodd Cuck todd"
"1067","@dcexaminer Take USA troops from overseas deployments &amp; put them at the southern border, if you cannot build a wall… https://t.co/UWIy5fCASo"
"1068","@President1Trump @WhiteHouse @chucktodd #FakeNews"
"1069","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/J5BQSq6tE9"
"1070","@WhiteHouse Putin negotiates by murdering children. They gassed a hospital. What is the solution?"
"1071","@President1Trump @WhiteHouse @chucktodd 10 minutes in a ring with that dirt bag is all I want.."
"1072","@LadyChesapeake @smidge9099 @jim_lewis1018 @WhiteHouse @BIGSEXYYT So many seniors have lost their retirement in the… https://t.co/iIGlBbJkNm"
"1073","@showlady102 @Exiledathome @LindaRoyer1 @chuckwoolery Put down the Faux News channel who admits they omit most of t… https://t.co/tlSwG8wua6"
"1074","@LukeCage___ @SpeakerRyan @WhiteHouse Mr speaker I hardheartedly agree with you on this, I wish you speak up more a… https://t.co/TJmBqez3ko"
"1075","Proof that #DonaldTrumpJr is not the brightest bulb in the #WhiteHouse
https://t.co/gTIU7eCylS"
"1076","@realDonaldTrump @WhiteHouse @JustinTrudeau Amen!"
"1077","Rome - NYC - Whitehouse <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/a9MsAuKs27"
"1078","@USApoRusski @WhiteHouse <U+041F><U+0440><U+0438><U+043D><U+044F><U+043B> <U+0441><U+0440><U+0430><U+0437><U+0443> <U+043F><U+0443><U+0447><U+043A><U+043E><U+043C>. <U+041D><U+0443> <U+0447><U+0442><U+043E><U+0431> <U+043F><U+043E><U+0442><U+043E><U+043C> <U+043D><U+0435> <U+043F><U+043E><U+043F><U+0443><U+0442><U+0430><U+0442><U+044C><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"1079","@sarahkendzior @allanbrauer Sounds like his Whitehouse"
"1080","@Telford_Russian @WhiteHouse @POTUS @realDonaldTrump @GenDunford @thejointstaff @USMC @USArmy @GenFlynn… https://t.co/mWLsiKQSAR"
"1081","@WhiteHouse Mr. Trump The Syrians wish that the greatest state in the world, America, would be a response that is f… https://t.co/geQeyOTAWJ"
"1082","@President1Trump @WhiteHouse @chucktodd Peter Navarro stood firm!"
"1083","@President1Trump @WhiteHouse @chucktodd They on the Left are all mentally ill. They get ""triggered"" very easily. We… https://t.co/9bP2CF9V31"
"1084","@WhiteHouse Who manufactures and sells Naxolone?"
"1085","@realDonaldTrump @WhiteHouse Don't you think you should tell them that you increased their state taxes about 100%?… https://t.co/0cycMHpybv"
"1086","@TheBaghdadPostE @realDonaldTrump @POTUS @WhiteHouse @AdelAljubeir @nikkihaley @StateDept @FoxNews @washingtonpost… https://t.co/sFRpQDXTm0"
"1087","@CherishingFaith @WhiteHouse There is no such thing as healthy shame. Any psychologist worth their salt will tell y… https://t.co/LoRGUzV3Vn"
"1088","It occured to me that @tavissmiley &amp; @CornelWest aren't railing against @realDonaldTrump as they consistently did w… https://t.co/jWEpPa2hgA"
"1089","@jaketapper @larry_kudlow Like everyone else in this .@WhiteHouse #TrumpCrimeAdmin #TrumpCrimeCabinet... #NoCredibility"
"1090","@NRO If only he would skip the @WhiteHouse"
"1091","@johncardillo I guess @IvankaTrump must have been watching CNN Propaganda Again and gone to Daddy @realDonaldTrump… https://t.co/NsPhJrqzR2"
"1092","Thank You.   About Time. California is living in a delusion. https://t.co/2jWMxLQKt9"
"1093","@TC_Woods @LukeCage___ @SpeakerRyan @WhiteHouse  https://t.co/WO6FAlCEL2"
"1094","@PrisonPlanet I guess @IvankaTrump must have been watching CNN Propaganda Again and gone to Daddy @realDonaldTrump… https://t.co/YD0YzFy8GY"
"1095","@peterdaou @realDonaldTrump @realdonaldtump no more than squeaking as #Putin steps on him. #Trump owes every dime t… https://t.co/VwNMt36Ko9"
"1096","@POTUS @VP 
@SenateMajLdr 
@SpeakerRyan 
@SASCMajority 
@DonaldJTrumpJr 
@jaredkushner 
@IvankaTrump 
@SenTomCotton… https://t.co/KqLoCKH1Ju"
"1097","@President1Trump @WhiteHouse @chucktodd IT IS.  And do not forget that 85% of that is b/c of what they choose to OM… https://t.co/5f18eOIGiu"
"1098","Tax cuts?  You mean tax increases to the 31 republicon controlled states where the politicians will bask in unheard… https://t.co/24DZfwBvTp"
"1099","@GrassrootsSpeak they’re burning evidence in tRUMP tower again. @realDonaldTrump @MELANIATRUMP @DonaldJTrumpJr… https://t.co/vbk7xpGFxi"
"1100","@WhiteHouse Trump for prison!"
"1101","@LisaMei62 @pepethetailor @realDonaldTrump Who really cares about left. @POTUS @realDonaldTrump @WhiteHouse @USUN m… https://t.co/KDpbMHTiyj"
"1102","@MrEdTrain @POTUS @WhiteHouse  https://t.co/abnjkbTxHl"
"1103","@President1Trump @WhiteHouse @chucktodd Any news media that begins to show OPINION instead of FACTS, is fake news! PERIOD!"
"1104","@realDonaldTrump Have you called Vlad today and invited him to the @WhiteHouse lately? You are our daily embarrassm… https://t.co/wniXI21Wjn"
"1105","@Saraleeandme @realDonaldTrump @POTUS @WhiteHouse always chip away at the outer rings of the target and then work t… https://t.co/FUmWpGuZ2b"
"1106","@WhiteHouse If we really cared about the opioid epidemic, we would decriminalize addiction and get people the help… https://t.co/omypKR3r78"
"1107","@WhiteHouse 90% of opioids are misused by only 10% of people. Why not tell the stories of the 90% who aren't addict… https://t.co/y6UDUQ6pYY"
"1108","@WhiteHouse Impressive Mr. Peter Navarro, White House Nat’l Trade Council chief. On MeetThePress, labeled Wash. Pos… https://t.co/qwoXxJWRO8"
"1109","@PrisonPlanet I guess @IvankaTrump must have been watching CNN Propaganda Again and gone to Daddy @realDonaldTrump… https://t.co/7kTUIKPdX4"
"1110","#SerenaShim #OpSerenaShim @JohnBoozman @SenatorBurr @SenCapito https://t.co/CtzNWA6Yq1 https://t.co/WAq8rHgZT3  https://t.co/QvsCWbznij"
"1111","@President1Trump @WhiteHouse @chucktodd Oh NBC is butt hurt. https://t.co/D4O0YGagAc"
"1112","@FLOTUS @KyleKashuv @WhiteHouse Why no audio?"
"1113","From the man leading the #WhiteHouse Bible Study group (for much of the US Cabinet):

""But there is a prohibition o… https://t.co/DHzECykM3u"
"1114","Block California from participation in Federal Elections | We the People… https://t.co/5noFfA3cp3 #news #internet"
"1115","https://t.co/XXB0STN15i  #PETITION #HELP #SIGNUP #MAGA2018 @WhiteHouse @POTUS #BOYCOTTABC @ABC"
"1116","Also, the petition of the White House website calling for Trump to release his taxes received more than a million s… https://t.co/BXsWtqzulJ"
"1117","@SenBlumenthal You are asking for the impossible. @realDonaldTrump @POTUS @WhiteHouse has already proven neither he… https://t.co/gs9vYIyDUl"
"1118","Slumlord @realDonaldTrump Trump Tower has had 2 fires this year. He needs to go home to take care of his business.… https://t.co/CvDJxWeOMa"
"1119","@IvankaTrump @ASCETweets Someone died in Trump Tower and you are tweeting this???? 
You are useless ....Get out of the Whitehouse!!!"
"1120","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/xHNWaBGdUp"
"1121","@warrior313000 @joylovetrust @WhiteHouse SMH <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>"
"1122","@USNJack What happens to a president after taking the oath?  Are they visited by ""them"", threatened with the most u… https://t.co/yHpL17IeU2"
"1123","Hey, @TGowdySC! How many scandals does it take to #FirePruitt?

First thousands of taxpayer $$$ on private jets &amp; s… https://t.co/EUYFpdTdJs"
"1124","@WhiteHouse Crooked trump!"
"1125","@VP @POTUS You're worthless.  Is the fact that you and the idiot in the Whitehouse are monitoring the situation sup… https://t.co/XDbKm7Tmb0"
"1126","@billfcombs @realDonaldTrump @POTUS @VP @WhiteHouse @marklevinshow There are Muslim training camps on US soil! Ther… https://t.co/OY7dGeT6TG"
"1127","@WhiteHouse Who cares ....  
maybe trump need some opioids too"
"1128","@JasonTrammell74 @WhiteHouse @POTUS You’re pathetic. STFU"
"1129","@realDonaldTrump @WattersWorld All of news @POTUS. Why are you getting worked about it yet again? I guess… https://t.co/DEH4GffQoL"
"1130","@WhiteHouse It is time to tighten the loop holes that hinder this great country because of the democrats and their… https://t.co/qq3YF7RQ5g"
"1131","@Jeffrey16309052 @PBierdeman @WhiteHouse Not hatred we have common sense and r caring people .. not about how much… https://t.co/xuO48oxUo3"
"1132","Those fucking imps. Elliott whitehouse capping off a great month for the lad"
"1133","Sen Judiciary Comm, Contact For Tech Reg:
Chuck Grassley, Chair
O Hatch
L Graham
J Cornyn
M Lee
T Cruz
B Sasse
J Fl… https://t.co/bstc3jbJ3g"
"1134","Deplorable ?,  can you believe this stuff absolutely @brithume @WhiteHouse @PressSec  their actions and their narra… https://t.co/7QU9Eo7QJH"
"1135","@realDonaldTrump Yay! Just sat down to read the Sunday paper and not one story about #Trump Not even in USA Today.… https://t.co/3D568u5b8H"
"1136","@AdamEllis82 Highly recommend the Roof Terrace at the W Hotel which isn't not far from the Whitehouse. Great cockta… https://t.co/KxD90ap80j"
"1137","Another Massive Brainfart in the Whitehouse then. https://t.co/jpN7hngQzy"
"1138","@TC_Woods @LukeCage___ @SpeakerRyan @WhiteHouse A sphincter says what?"
"1139","[]
ON the ""CHEMICAL"" attack.
Oct 22, 1966 - Oct 22, 2016
[]
#QAnon 1 #GreatAwakening
@POTUS @realDonaldTrump… https://t.co/xmbN6z3Nbs"
"1140","@LukeCage___ @SpeakerRyan @WhiteHouse Luke is stupid"
"1141","Ich mag das @YouTube-Video: https://t.co/prDSBi6xY7 Mr. Burberry Indigo | Starring Josh Whitehouse"
"1142","https://t.co/XXB0STN15i   LINK TO #PETITION SIGNUP  #TODAY BOYCOTT JIMMY KIMMEL AND ALL SPONSORS #SIGN #PETITION… https://t.co/Hns2WelvRf"
"1143","@realDonaldTrump @POTUS @FLOTUS @DonaldJTrumpJr @WhiteHouse 

https://t.co/pTWfrVcrWx"
"1144","Links: https://t.co/FqhjTWJxMu

https://t.co/s7JjnPFHVk

https://t.co/rdB1olpbjP

https://t.co/cXRi7pVQsD… https://t.co/iKljRlGEiL"
"1145","@FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse trump and his admin are horrid.  Full of thieve… https://t.co/gu5jNSijDM"
"1146","@stranahan Lee~ THANK YOU for being a voice of reason and critical analysis on this subject. Calling the @WhiteHouse today!!"
"1147","Truth @Potus does not understand Meaning Of the word #Truth Liars &amp; Criminals Only Trust #LiarsCriminals @Foxnews… https://t.co/sKQeIC0Fxb"
"1148","@tom_trotts @realDonaldTrump @POTUS @VP @WhiteHouse @marklevinshow Here's a thought ISIS has training camps in Mexi… https://t.co/wClw5TXPaA"
"1149",".@jaketapper Did it seem to you that #LarryKudlow (#DonaldTrump's chief economist) was on drugs when you interviewe… https://t.co/DkyOEZ6VR2"
"1150","@realDonaldTrump is abusing his powers of the @WhiteHouse https://t.co/yxDCoqaEmZ"
"1151","@realDonaldTrump @POTUS @WhiteHouse  It’s easy to blame others for the problems you face.  That, however, is a chil… https://t.co/2veQeQo1Th"
"1152","@MikeEdBaker @MG4NoH8 @realDonaldTrump does not even care about humans-what makes anybody think he gives two craps… https://t.co/4mTJx0SGSr"
"1153","@realDonaldTrump The Whitehouse went from class to ass with the Trump family @MELANIATRUMP @IvankaTrump… https://t.co/nf6i4Ok4Uf"
"1154","@POTUS @WhiteHouse @realDonaldTrump Your poor leadership https://t.co/Aa3HZWiWA0"
"1155",".@WhiteHouse Economic adviser Peter Navarro calls out the Washington post as ‘Fake News’.. Sleepyeye’s @chucktodd g… https://t.co/xnb15tKNsS"
"1156","@passionchica @TrumpTrainMRA4 @realDonaldTrump Latest chemical attacks upon civilians is not good. Assad must go an… https://t.co/3lMs3X6nNS"
"1157","@USApoRusski @WhiteHouse <U+0410> <U+0432><U+0441><U+0435><U+0445> <U+0442><U+0440><U+0451><U+0445> <U+0441><U+0440><U+0430><U+0437><U+0443> <U+043F><U+043E><U+0442><U+043E><U+043C><U+0443>, <U+0447><U+0442><U+043E> <U+0432> <U+0441><U+043E><U+0440><U+0442><U+0430><U+0445> <U+0431><U+0430><U+043B><U+0442><U+0438><U+0439><U+0441><U+043A><U+0438><U+0445> <U+0442><U+0438><U+0433><U+0440><U+043E><U+0432> <U+043D><U+0435> <U+0440><U+0430><U+0437><U+0431><U+0438><U+0440><U+0430><U+0435><U+0442><U+0441><U+044F>, <U+043E><U+0441><U+043E><U+0431><U+0435><U+043D><U+043D><U+043E> <U+041B><U+0438><U+0442><U+0432><U+0443> <U+043E><U+0442>… https://t.co/EoY4DPjkaY"
"1158","@morwennajh @sunflower1790 I would take him in a minute if not almost 2000 miles away.  C'mon someone please step u… https://t.co/c3hT8ns95H"
"1159","@Julie4Trump @intheMatrixxx @POTUS it was referring to Chuck Shumer's visit to white house, after which, he caved o… https://t.co/lxMWaiOSzU"
"1160","@realDonaldTrump @WhiteHouse @JustinTrudeau Next time don’t answer the phone. His words mean nothing."
"1161","For those @SUFC_tweets fans wondering whatever happened to Elliot Whitehouse, former under 18s captain, he just sco… https://t.co/6roPVlBM6G"
"1162","Think about it - In ten more years, whatzisname in the #WhiteHouse could be the subject of a very embarrassing segm… https://t.co/ZRC88YZSHI"
"1163","@tom_trotts @realDonaldTrump @POTUS @VP @WhiteHouse @marklevinshow With all due respect to you and mark,the preside… https://t.co/GT8iRCb69J"
"1164","cc: @WhiteHouse @POTUS @DonaldJTrumpJr @FLOTUS @StateDept https://t.co/zifJWcOM58"
"1165","Elliott Whitehouse's tap-in helps League Two Lincoln City upset Shrewsbury to win the Checkatrade Trophy final at Wembley. #worldcup"
"1166","Whitehouse the Wembley hero as League Two Lincoln City stun Shrewsbury
https://t.co/HwMkgVi8YU"
"1167","Again, there is ALWAYS a tweet that conrtradicts what the f*inf #moron in the @WhiteHouse says... https://t.co/b9SU3Ronni"
"1168","National Guard to build Gallows on WHITEHOUSE LAWN. Military Tribunals set for Deep State.America rises and Freedom Rings. Justice prevails."
"1169","@realDonaldTrump If this @WhiteHouse was not defined by chaos, these stories would have been front page news. Under… https://t.co/MzImNCiLWL"
"1170","@TG4FAVOR @WhiteHouse Ha, ha! You meant 7 more MONTHS. Come November, he’ll either quit or be impeached. 

#BlueWave2018 <ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A>"
"1171","@USNJack Dear goodness, @realDonaldTrump @POTUS @WhiteHouse Have you become ""them""?  Ugh....<ed><U+00A0><U+00BD><ed><U+00B9><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2640><U+FE0F>"
"1172","@tom_trotts @realDonaldTrump @POTUS @VP @WhiteHouse You might consider following someone who can explan the real re… https://t.co/F9YrHHZHtJ"
"1173","@WhiteHouse https://t.co/t4eMz8r4w4"
"1174","@realDonaldTrump you wish dumbass, the @washingtonpost is the real news, you are a fake president.  Why don't you j… https://t.co/baKlI45KCn"
"1175","Elliott Whitehouse's tap-in helps League Two Lincoln City upset Shrewsbury to win the Checkatrade Trophy final at W… https://t.co/qRDIGZUygY"
"1176","@angie_twotoo @WhiteHouse Ha, ha! You meant 7 more MONTHS. Come November, he’ll either quit or be impeached. 

#BlueWave2018 <ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A>"
"1177","Whitehouse the Wembley hero as League Two Lincoln City stun Shrewsbury

https://t.co/q46lh99F5G"
"1178","@realDonaldTrump BEST WATCH. PREVIEW OF YOU FAMILY FALL FURTHER THAN #HELL. #Evangelicals CANNOT SAVE YOU. #POTUS… https://t.co/Sj8WLMMxBm"
"1179","@MrEdTrain @gr8tjude @realDonaldTrump @WhiteHouse @GOP @PressSec @KellyannePolls  https://t.co/IXg7hBJZdK"
"1180","‘When you lose that power’: How John Kelly faded as White House disciplinarian  https://t.co/rfIhOzzZZL @WhiteHouse It is called #WEAKNESS"
"1181","@ereveRPaul @WhiteHouse You’re"
"1182","And Nevada is at the top of the list! Doctors need to be fined and or lose their license if they over prescribe the… https://t.co/nLoaEFNWS9"
"1183","@NBCNews Who helps Syria with developing chemicals,
North Korea. 
Who does Syria get the most support from, Russia.… https://t.co/pxfAH3jzw0"
"1184","@1776Covpepe @WhiteHouse Ha, ha! You meant 7 more MONTHS. Come November, he’ll either quit or be impeached. 

#BlueWave2018 <ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A>"
"1185","<ed><U+00A0><U+00BE><ed><U+00B4><U+00A8>https://t.co/GeArW11jyU"
"1186","@JasonTrammell74 @JustNWashington @JenniferVally @WhiteHouse Uncalled for. I feel sorry for any woman around you. Y… https://t.co/2tRosej6BT"
"1187","Lincoln shock Shrewsbury to win EFL Trophy with Elliott Whitehouse goal https://t.co/dpX3DRwnnc <U+2192> via… https://t.co/rzkBZ994DR"
"1188","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/wnGZ8TWqvJ"
"1189","@USApoRusski @WhiteHouse <U+0418><U+043C><U+0435><U+043D><U+043D><U+043E> <U+0421><U+0428><U+0410> <U+043F><U+0440><U+0438><U+043C><U+0435><U+043D><U+0438><U+043B><U+0430> <U+044F><U+0434><U+0435><U+0440><U+043D><U+043E><U+0435> <U+043E><U+0440><U+0443><U+0436><U+0438><U+0435> <U+0434><U+043B><U+044F> <U+0443><U+0431><U+0438><U+0439><U+0441><U+0442><U+0432><U+0430> <U+0441><U+043E><U+0442><U+0435><U+043D> <U+0442><U+044B><U+0441><U+044F><U+0447> <U+043B><U+044E><U+0434><U+0435><U+0439>. <U+0412> <U+042F><U+043F><U+043E><U+043D><U+0438><U+0438>. <U+041F><U+043E><U+0441><U+043B><U+0435> <U+044D><U+0442><U+043E><U+0433><U+043E>… https://t.co/nlRIRmxrwb"
"1190","@janus_janice @GerryT50 @TheBillyMurray @WhiteHouse We're here, the loud majority who voted against a failed busine… https://t.co/ZV5XA039dX"
